TM,PCO2,pH,SO,CL,BSW,MMCFD,HCO3,BOPD,BWPD,FE,PS,CA,Defect_Depth,Pipe_type
32.641,0.1,8.509,8.051,2942.045,0.257,3.872,3591.958,1381.745,1730.513,2.264,240.386,0.04,0.059,Pipe_1
39.699,0.403,7.203,22.398,3865.163,0.532,10.748,2364.709,675.656,5488.076,1.088,704.686,0.342,0.164,Pipe_2
49.231,0.158,7.911,32.841,3977.83,0.579,0.88,1733.602,311.208,1286.492,0.71,653.437,0.705,0.238,Pipe_2
48.869,0.313,7.219,37.26,3980.314,0.473,8.616,2618.427,1001.829,2788.532,1.146,677.989,0.853,0.229,Pipe_3
58.174,0.472,6.329,66.531,4216.697,0.876,11.028,480.209,847.991,3669.225,0.627,1211.977,2.036,1.245,Pipe_3
40.47,0.285,7.011,39.778,3692.818,0.522,9.318,2809.215,1516.437,5495.096,1.02,623.199,0.422,0.235,Pipe_3
28.544,0.032,8.386,14.16,544.417,0.371,1.558,4196.415,559.256,6924.857,2.519,497.161,0.066,0.093,Pipe_1
68.965,0.595,6.689,59.846,7536.727,0.863,16.924,1180.828,343.313,5234.196,0.396,1625.179,2.416,0.904,Pipe_3
28.282,0.128,8.513,2.008,1547.465,0.42,8.807,3637.47,994.389,8988.393,1.859,429.907,0.121,0.071,Pipe_2
40.699,0.291,7.22,18.078,3254.843,0.422,3.706,2085.835,797.424,5757.739,1.052,695.854,1.089,0.146,Pipe_3
29.369,0.093,8.272,9.301,1016.048,0.132,4.424,3519.008,608.335,5999.464,2.149,100.535,0.09,0.102,Pipe_3
29.878,0.123,8.07,9.222,2123.0,0.255,9.73,3747.877,271.248,3853.054,1.921,187.267,0.028,0.088,Pipe_2
35.462,0.041,8.084,3.036,1698.765,0.124,8.266,4085.153,1303.169,6096.541,2.043,174.039,0.138,0.087,Pipe_2
47.458,0.343,7.331,31.877,3791.441,0.568,13.734,1979.259,420.999,855.65,1.492,628.11,0.305,0.243,Pipe_3
21.897,0.066,8.337,4.195,1124.877,0.276,5.946,4174.73,852.019,7583.085,1.9,167.716,0.088,0.067,Pipe_1
36.7,0.076,8.539,3.039,2568.689,0.057,10.632,3835.841,479.219,1959.716,2.528,164.476,0.023,0.086,Pipe_2
68.339,0.598,6.672,69.439,5272.334,0.714,0.544,581.397,1333.653,8547.593,0.232,1596.692,2.388,1.094,Pipe_3
58.401,0.471,6.583,54.29,4109.535,0.766,7.949,1516.805,1421.071,977.325,0.581,1686.89,2.311,0.442,Pipe_3
29.723,0.054,8.101,10.198,670.987,0.097,0.215,4081.302,1232.767,5312.056,1.947,420.126,0.131,0.086,Pipe_3
58.401,0.471,6.583,54.29,4109.535,0.766,7.949,1516.805,1421.071,977.325,0.581,1686.89,2.311,0.442,Pipe_1
30.069,0.035,8.352,6.464,1190.359,0.315,2.169,3568.818,1257.655,6077.266,2.673,295.316,0.073,0.08,Pipe_3
68.074,0.541,6.212,60.339,5588.322,0.852,16.063,1396.313,1163.131,7824.435,0.349,1533.513,2.489,1.41,Pipe_1
32.06,0.033,8.499,8.791,1450.461,0.464,16.508,3723.99,1539.295,5109.775,2.454,74.962,0.054,0.105,Pipe_2
46.601,0.15,7.644,25.297,3429.795,0.533,3.149,2194.355,1340.906,3748.302,0.832,733.511,1.0,0.131,Pipe_3
68.082,0.561,6.502,49.832,5883.476,0.861,1.896,424.001,567.307,6386.062,0.308,1774.6,2.372,1.037,Pipe_1
47.77,0.369,7.924,17.933,3143.014,0.481,6.917,2463.126,1152.859,5173.207,1.19,724.687,0.539,0.247,Pipe_2
21.427,0.097,8.347,10.151,2384.677,0.263,16.521,3961.693,1362.981,6910.517,2.053,282.809,0.066,0.09,Pipe_2
28.234,0.046,8.05,11.611,845.903,0.213,15.196,3686.955,999.835,5495.849,2.617,397.79,0.138,0.059,Pipe_2
39.91,0.163,7.011,25.104,3596.553,0.593,14.701,2615.931,617.242,3059.855,0.854,616.368,0.823,0.219,Pipe_3
58.028,0.605,6.705,52.497,5220.889,0.804,8.321,538.629,336.266,6065.081,0.174,1249.131,2.137,0.604,Pipe_1
26.371,0.107,8.334,7.026,1914.96,0.32,12.766,3987.471,242.844,1904.908,2.593,424.466,0.026,0.064,Pipe_3
64.191,0.555,6.356,46.529,3581.42,0.768,2.736,1151.156,1341.391,2587.096,0.157,1949.114,2.086,1.433,Pipe_3
39.196,0.408,7.692,33.193,3017.431,0.594,13.187,2663.54,360.765,7227.991,0.763,549.859,0.228,0.234,Pipe_2
36.279,0.1,8.078,11.854,1415.563,0.072,14.065,3630.909,1203.433,133.229,2.178,380.014,0.032,0.129,Pipe_3
39.259,0.334,7.203,32.009,3475.776,0.482,9.672,2665.381,947.607,3881.978,0.769,661.953,0.767,0.231,Pipe_2
46.148,0.278,7.648,31.725,3356.376,0.412,7.326,2181.2,385.515,4387.495,1.017,702.93,0.929,0.239,Pipe_3
32.934,0.103,8.343,9.139,1759.835,0.29,3.27,4089.956,1438.721,8487.663,1.88,394.935,0.148,0.115,Pipe_2
40.367,0.402,7.629,34.451,3646.08,0.558,4.63,2720.133,1417.064,6566.888,0.917,583.82,0.454,0.248,Pipe_2
49.526,0.307,7.189,29.432,3888.394,0.569,6.578,2104.703,796.27,1396.401,1.279,707.773,0.568,0.139,Pipe_3
45.725,0.189,7.776,33.244,3688.858,0.5,2.662,2623.585,667.069,1693.555,0.722,594.988,0.339,0.157,Pipe_1
68.629,0.511,6.692,43.335,4345.288,0.739,2.79,692.282,1145.157,1052.759,0.159,1044.465,2.208,1.304,Pipe_1
31.474,0.094,8.026,2.81,1095.61,0.337,0.503,3995.177,1079.599,7549.474,2.658,110.602,0.148,0.062,Pipe_1
31.547,0.119,8.276,3.074,2076.838,0.389,7.08,3538.03,1470.395,5727.089,2.261,240.24,0.042,0.124,Pipe_1
57.981,0.58,6.853,45.513,6921.292,0.854,14.129,1208.853,533.216,1911.473,0.267,1156.242,2.152,1.517,Pipe_2
46.631,0.382,7.801,39.215,3603.592,0.428,8.451,1942.879,1249.195,4872.394,0.777,544.742,1.086,0.172,Pipe_3
38.186,0.208,7.119,19.557,3578.814,0.597,1.105,2352.117,1387.087,2935.27,1.215,596.816,0.98,0.202,Pipe_3
22.215,0.063,8.519,7.734,71.488,0.114,14.22,3950.781,895.736,1011.603,2.415,292.445,0.06,0.093,Pipe_1
39.92,0.329,7.604,39.131,3085.099,0.434,12.146,2046.312,700.908,6269.345,1.034,550.503,0.716,0.135,Pipe_2
22.386,0.114,8.258,13.776,2782.968,0.049,13.454,4071.922,850.556,4567.94,2.322,160.484,0.117,0.114,Pipe_2
39.469,0.199,7.634,28.937,3965.121,0.562,13.096,2885.756,1536.789,889.086,0.855,722.277,1.004,0.134,Pipe_3
43.564,0.187,7.049,25.768,3962.587,0.507,11.358,2739.386,651.976,7763.735,1.261,676.765,0.977,0.222,Pipe_1
24.416,0.066,8.005,5.635,2945.105,0.162,8.78,4043.697,1330.886,5672.604,1.869,388.812,0.054,0.114,Pipe_1
73.411,0.451,6.847,69.496,7225.039,0.75,14.922,866.812,872.6,5919.58,0.091,1437.935,2.065,0.639,Pipe_3
46.681,0.422,7.057,17.275,3450.176,0.418,13.6,2105.536,274.146,63.63,1.159,700.509,0.74,0.176,Pipe_2
38.562,0.216,7.377,16.421,3725.499,0.531,1.604,2722.186,997.938,4993.275,1.162,581.813,0.96,0.133,Pipe_2
49.483,0.278,7.553,34.294,3765.312,0.548,9.78,2812.206,256.495,9184.818,1.388,644.871,0.25,0.163,Pipe_3
47.247,0.416,7.886,33.623,3773.56,0.558,1.203,2133.43,322.31,4067.922,1.474,640.997,0.798,0.199,Pipe_2
56.174,0.603,6.754,54.772,5592.248,0.784,4.123,682.688,670.018,15.988,0.366,1676.543,2.146,0.821,Pipe_3
23.879,0.049,8.159,3.177,984.849,0.052,7.925,3575.424,631.224,7807.337,2.033,499.316,0.065,0.068,Pipe_2
56.344,0.456,6.896,69.876,7570.409,0.797,13.207,1157.206,1035.715,2888.715,0.152,1836.127,2.135,1.14,Pipe_1
22.058,0.106,8.476,5.754,2091.75,0.22,9.201,3625.577,160.425,3642.728,2.389,424.862,0.123,0.073,Pipe_3
24.531,0.072,8.247,2.438,2472.202,0.249,13.31,3818.881,1009.091,3614.262,1.821,431.329,0.048,0.094,Pipe_1
23.601,0.026,8.212,10.331,1953.136,0.487,15.952,4104.837,822.549,2208.461,1.801,269.433,0.082,0.055,Pipe_2
45.187,0.347,7.655,15.058,3050.453,0.595,10.653,1976.112,1441.149,9208.363,0.759,747.89,0.775,0.159,Pipe_1
49.183,0.155,7.696,36.612,3873.552,0.449,12.394,2844.678,1280.464,6703.842,1.001,582.729,0.217,0.16,Pipe_2
36.696,0.127,8.398,3.454,1927.376,0.248,5.964,3696.565,862.18,7956.514,2.768,309.091,0.141,0.127,Pipe_1
40.179,0.216,7.212,21.642,3963.753,0.431,3.347,1955.798,1510.438,8847.696,0.907,651.223,0.251,0.159,Pipe_3
28.248,0.109,8.268,14.356,2359.292,0.301,17.249,3722.917,248.065,5050.942,1.926,198.267,0.095,0.065,Pipe_3
72.976,0.452,6.852,42.726,6795.729,0.865,14.19,405.827,709.937,8453.295,0.444,1636.884,2.153,1.449,Pipe_2
49.91,0.371,7.367,20.742,3149.496,0.583,7.346,1705.548,290.31,1526.588,1.162,605.909,0.496,0.221,Pipe_3
44.722,0.292,7.375,26.811,3829.394,0.404,10.613,2760.535,1089.153,7157.944,0.996,625.119,0.997,0.186,Pipe_1
73.559,0.552,6.254,42.751,4038.497,0.758,13.291,230.31,985.192,2088.056,0.686,1682.762,2.157,1.459,Pipe_2
40.08,0.39,7.87,36.057,3851.123,0.418,2.889,1723.895,1301.189,8578.422,1.424,746.156,0.919,0.209,Pipe_1
22.541,0.022,8.381,11.541,787.928,0.341,13.615,3752.015,897.684,5078.073,2.596,82.599,0.067,0.064,Pipe_3
29.751,0.084,8.556,6.277,1417.046,0.333,14.028,4127.726,986.011,8270.805,2.384,354.24,0.093,0.053,Pipe_3
28.097,0.098,8.261,7.839,1467.662,0.398,13.887,3911.679,1368.145,5714.597,2.404,406.915,0.109,0.063,Pipe_2
24.288,0.11,8.537,2.185,942.593,0.249,6.948,3671.114,593.804,7926.61,2.76,131.755,0.111,0.121,Pipe_3
62.722,0.557,6.627,57.119,3480.95,0.736,4.857,1385.009,812.94,9316.868,0.307,1265.782,2.451,0.453,Pipe_1
38.055,0.287,7.846,26.589,3361.928,0.573,5.266,1903.256,390.361,5381.387,0.929,665.965,0.834,0.137,Pipe_2
22.021,0.034,8.264,8.816,638.769,0.252,16.232,3822.622,1243.591,5247.214,2.398,91.763,0.03,0.104,Pipe_1
24.189,0.021,8.547,12.916,2600.883,0.336,12.387,3815.05,256.349,7405.771,1.83,492.728,0.142,0.073,Pipe_1
31.022,0.057,8.527,14.003,1987.973,0.389,5.78,3901.001,414.535,1420.679,2.348,232.006,0.131,0.119,Pipe_3
57.051,0.546,6.969,45.165,5778.585,0.899,10.896,692.48,175.206,8515.534,0.117,1808.998,2.448,1.3,Pipe_2
53.397,0.593,6.636,65.967,5360.228,0.877,13.238,1610.552,1209.142,6616.471,0.606,1857.609,2.041,0.756,Pipe_3
34.361,0.121,8.019,6.171,2630.848,0.216,16.312,3711.523,1036.509,549.389,2.443,145.617,0.085,0.097,Pipe_3
33.926,0.037,8.224,2.247,1964.007,0.101,10.019,3694.851,1281.044,3849.626,2.292,354.368,0.074,0.094,Pipe_3
25.837,0.128,8.291,7.553,640.893,0.184,16.085,3619.411,1260.831,8602.404,2.346,152.126,0.088,0.067,Pipe_1
44.295,0.379,7.474,15.284,3120.237,0.512,9.437,2455.805,1275.324,4042.355,0.889,701.418,0.852,0.25,Pipe_1
30.945,0.1,8.459,4.283,1282.081,0.114,5.262,3881.705,584.902,3755.276,2.136,357.338,0.12,0.097,Pipe_3
39.99,0.342,7.896,28.961,3389.322,0.537,13.926,1844.322,993.746,8722.88,0.823,579.667,0.207,0.135,Pipe_3
40.212,0.28,7.728,35.789,3333.988,0.577,11.39,1732.209,142.603,6438.996,1.091,592.079,0.976,0.178,Pipe_1
40.568,0.204,7.192,38.28,3542.776,0.48,1.851,1950.508,1472.891,3574.968,1.24,617.998,0.79,0.21,Pipe_2
70.241,0.552,6.465,65.039,7018.437,0.708,3.41,271.609,1323.876,7223.3,0.408,1548.472,2.193,1.101,Pipe_1
30.264,0.012,8.233,3.752,2479.063,0.017,7.38,4158.963,641.199,8722.791,2.568,315.389,0.052,0.1,Pipe_3
40.286,0.427,7.954,39.913,3070.772,0.593,12.318,1733.232,232.524,7700.771,0.803,645.761,0.64,0.24,Pipe_2
60.811,0.57,6.229,55.177,7069.485,0.706,11.75,1491.484,255.317,4740.098,0.436,1261.608,2.385,1.103,Pipe_2
25.452,0.118,8.038,9.643,1203.278,0.243,16.376,4125.18,715.941,3088.697,2.544,95.001,0.102,0.115,Pipe_3
27.02,0.125,8.515,8.865,870.227,0.071,16.219,4065.854,1390.052,2424.439,2.291,374.35,0.081,0.055,Pipe_3
32.135,0.117,8.212,5.119,1938.462,0.229,15.957,3863.202,900.424,159.872,2.04,156.952,0.117,0.104,Pipe_2
66.587,0.524,6.966,58.461,6467.635,0.702,6.439,1302.262,1324.074,9131.878,0.613,1012.114,2.095,0.552,Pipe_1
45.179,0.197,7.468,39.115,3299.147,0.555,1.012,2718.973,564.803,769.889,1.45,517.566,0.965,0.213,Pipe_1
45.59,0.217,7.057,19.694,3900.174,0.446,14.433,2656.132,807.713,3844.38,1.017,557.717,0.213,0.143,Pipe_1
23.025,0.047,8.48,7.316,172.903,0.29,8.443,4192.283,1132.821,1143.765,2.121,246.374,0.145,0.094,Pipe_1
43.578,0.358,7.545,33.636,3728.843,0.461,10.437,2247.584,1155.219,5965.913,0.867,521.104,0.473,0.246,Pipe_2
56.139,0.516,6.516,67.234,5670.688,0.865,0.976,1167.886,1456.287,591.531,0.099,1862.798,2.237,0.374,Pipe_1
66.286,0.608,6.658,67.283,7207.678,0.837,15.506,271.497,593.489,8450.691,0.302,1618.826,2.037,0.878,Pipe_1
45.228,0.409,7.957,16.311,3055.287,0.51,9.454,2251.453,649.02,4307.273,1.358,587.239,0.76,0.174,Pipe_2
71.978,0.523,6.439,66.239,5464.584,0.867,7.955,427.096,881.21,7459.047,0.555,1599.774,2.343,0.759,Pipe_3
55.75,0.596,6.627,53.271,5536.757,0.795,8.196,1638.825,922.026,3953.66,0.168,1514.742,2.315,0.848,Pipe_2
43.367,0.264,7.607,34.363,3113.472,0.467,1.612,2416.705,954.928,4742.081,1.043,628.609,1.095,0.195,Pipe_2
54.894,0.472,6.466,64.48,6951.806,0.765,10.832,1599.004,1428.045,8485.865,0.129,1931.832,2.403,0.495,Pipe_3
24.16,0.043,8.557,3.448,817.989,0.177,12.824,3935.607,1262.417,6900.967,2.31,470.585,0.069,0.061,Pipe_2
41.904,0.415,7.921,31.787,3949.616,0.557,6.441,2039.745,1153.243,749.455,0.887,646.238,0.831,0.248,Pipe_3
31.775,0.125,8.563,4.79,634.778,0.011,11.103,4076.957,1450.607,599.042,2.014,349.257,0.042,0.1,Pipe_2
45.676,0.232,7.865,33.374,3020.772,0.518,7.026,2603.989,796.599,6321.747,0.717,596.954,1.102,0.241,Pipe_3
45.154,0.387,7.971,38.468,3217.103,0.4,12.595,2512.78,388.94,2571.819,0.923,723.862,0.778,0.181,Pipe_1
33.177,0.124,8.208,12.159,1741.032,0.333,12.271,4015.679,275.418,8959.753,2.599,177.253,0.087,0.12,Pipe_3
55.55,0.558,6.326,50.934,4854.443,0.894,9.552,1065.729,317.192,9101.998,0.182,1315.348,2.073,0.368,Pipe_3
42.162,0.253,7.782,29.085,3357.364,0.44,14.797,2531.623,450.536,7130.163,1.123,524.512,0.858,0.236,Pipe_1
28.995,0.129,8.208,5.454,478.124,0.172,8.849,3784.509,342.195,2007.927,1.965,420.49,0.056,0.12,Pipe_1
25.105,0.058,8.052,4.316,1587.575,0.188,6.891,3977.023,1086.506,1923.446,2.532,377.702,0.098,0.088,Pipe_2
28.248,0.109,8.268,14.356,2359.292,0.301,17.249,3722.917,248.065,5050.942,1.926,198.267,0.095,0.065,Pipe_2
40.668,0.172,7.681,22.079,3231.812,0.51,13.155,2243.789,694.319,3063.652,1.318,602.28,1.086,0.203,Pipe_2
26.741,0.109,8.566,10.253,255.464,0.315,11.13,4102.827,496.475,7075.643,2.267,470.872,0.084,0.111,Pipe_2
70.714,0.555,6.553,49.731,5792.788,0.744,5.888,656.568,584.486,845.952,0.048,1616.092,2.002,1.553,Pipe_1
45.147,0.29,7.137,34.23,3398.153,0.42,0.653,2354.672,215.917,2838.093,1.255,624.165,0.608,0.146,Pipe_3
46.549,0.342,7.693,39.297,3949.881,0.431,10.133,2643.18,284.96,6257.227,1.146,594.334,0.287,0.205,Pipe_3
43.444,0.329,7.837,21.729,3596.264,0.488,15.853,2038.753,1075.793,3037.824,0.967,668.519,0.862,0.195,Pipe_3
35.948,0.052,8.171,13.369,1467.924,0.278,13.43,3957.082,674.339,2561.252,2.281,138.819,0.054,0.096,Pipe_1
28.989,0.019,8.335,4.264,2009.443,0.186,13.165,3505.525,350.371,2182.08,2.746,124.667,0.024,0.085,Pipe_3
41.417,0.159,7.899,25.653,3868.156,0.426,13.858,2695.312,576.573,991.127,0.836,705.155,0.515,0.19,Pipe_3
55.709,0.526,6.751,62.619,7316.931,0.761,9.865,1653.422,1077.868,4271.385,0.663,1426.128,2.189,1.004,Pipe_2
44.28,0.349,7.42,25.508,3492.094,0.548,9.178,2387.59,1395.456,3654.756,1.287,691.218,0.323,0.134,Pipe_3
29.754,0.012,8.034,4.652,1502.93,0.47,0.419,4202.285,895.316,7658.75,2.165,460.713,0.029,0.121,Pipe_1
64.469,0.474,6.908,49.65,5814.587,0.83,13.966,776.837,1205.154,5443.786,0.635,1738.111,2.346,0.483,Pipe_3
28.696,0.08,8.066,10.204,1462.297,0.335,11.563,3712.628,1220.26,1506.257,1.987,68.444,0.143,0.099,Pipe_3
72.246,0.499,6.918,65.976,6811.208,0.783,9.097,944.945,727.895,1851.071,0.395,1473.848,2.467,0.911,Pipe_2
44.079,0.237,7.989,25.112,3855.341,0.588,16.205,2815.274,1344.757,7537.266,0.741,747.523,0.851,0.166,Pipe_2
67.95,0.522,6.68,49.964,5910.451,0.754,12.539,236.776,411.489,2451.473,0.238,1267.25,2.274,0.637,Pipe_1
57.826,0.516,6.341,57.336,6454.983,0.89,1.399,273.19,589.063,5061.014,0.071,1045.055,2.369,1.079,Pipe_2
66.556,0.541,6.797,65.038,3789.403,0.77,12.163,1330.362,342.722,429.774,0.414,1173.134,2.093,0.408,Pipe_1
41.2,0.395,7.532,31.252,3854.059,0.43,5.006,2469.131,1129.015,9275.119,1.481,620.464,0.348,0.134,Pipe_1
34.913,0.107,8.457,12.107,1392.337,0.244,15.386,4020.9,1055.097,3140.112,2.172,427.945,0.088,0.119,Pipe_3
30.264,0.012,8.233,3.752,2479.063,0.017,7.38,4158.963,641.199,8722.791,2.568,315.389,0.052,0.1,Pipe_1
34.666,0.102,8.489,5.357,1436.339,0.18,10.591,4014.006,941.772,374.833,1.812,360.436,0.072,0.09,Pipe_1
62.09,0.491,6.553,41.596,3470.789,0.808,7.484,1021.16,1522.124,4069.53,0.18,1810.981,2.322,1.486,Pipe_1
45.404,0.419,7.38,28.513,3220.983,0.546,8.155,2105.726,1053.529,3218.059,1.004,708.224,1.023,0.207,Pipe_3
41.292,0.28,7.03,23.179,3016.308,0.548,15.668,2877.94,750.24,2943.986,1.196,577.161,0.779,0.145,Pipe_1
30.448,0.03,8.486,14.687,1281.049,0.487,6.626,4015.356,604.287,5110.705,2.039,229.495,0.052,0.121,Pipe_3
46.818,0.303,7.473,32.84,3657.765,0.507,12.919,2565.927,882.261,2490.549,0.727,655.032,0.808,0.196,Pipe_2
38.857,0.182,7.268,24.14,3666.39,0.437,6.898,1854.662,698.376,4655.115,1.4,582.389,0.488,0.184,Pipe_2
40.208,0.333,7.165,26.226,3929.244,0.526,11.955,2040.99,975.314,6165.66,0.747,577.117,0.31,0.2,Pipe_3
66.76,0.511,6.685,63.967,5422.568,0.721,8.22,1290.944,1037.571,233.426,0.511,1157.908,2.188,1.313,Pipe_2
46.088,0.159,7.106,33.66,3582.617,0.465,15.245,2441.351,1362.357,2448.638,1.283,615.075,0.792,0.175,Pipe_1
42.169,0.165,7.739,32.356,3955.536,0.58,13.966,2682.805,1545.39,1856.273,1.344,591.053,0.232,0.136,Pipe_3
48.357,0.158,7.84,38.558,3211.981,0.528,9.736,2600.285,1108.523,1177.759,0.948,692.669,0.499,0.159,Pipe_1
46.567,0.166,7.556,30.53,3674.18,0.559,12.656,1997.132,1452.637,2944.453,1.173,742.003,0.733,0.228,Pipe_1
70.946,0.529,6.84,59.163,4982.531,0.778,7.799,295.95,883.322,2906.331,0.484,1255.893,2.433,0.656,Pipe_2
69.05,0.568,6.792,51.333,3806.648,0.842,4.523,557.648,1071.784,9027.186,0.127,1707.72,2.384,0.75,Pipe_1
62.018,0.573,6.259,58.747,7025.457,0.83,2.349,581.056,532.312,414.631,0.051,1247.309,2.49,0.394,Pipe_3
28.243,0.063,8.281,12.427,720.99,0.08,9.993,4136.171,1054.304,970.669,2.538,195.319,0.136,0.107,Pipe_3
44.091,0.406,7.085,15.263,3711.543,0.425,16.893,2247.967,1376.288,8300.192,1.1,635.196,0.923,0.211,Pipe_3
58.64,0.548,6.523,69.685,6628.381,0.744,12.173,555.671,494.956,340.999,0.126,1327.491,2.371,0.633,Pipe_2
47.42,0.217,7.506,39.179,3083.466,0.497,7.489,1953.88,722.632,6257.327,1.448,705.844,1.041,0.244,Pipe_3
44.318,0.283,7.871,26.07,3334.424,0.476,2.18,2787.003,592.701,5120.218,1.131,686.699,0.344,0.174,Pipe_2
30.0,0.109,8.529,11.676,2290.873,0.106,4.51,3975.491,1243.695,9137.656,2.255,191.631,0.052,0.052,Pipe_3
72.254,0.511,6.549,47.185,3687.084,0.809,8.074,1047.826,1024.276,3015.644,0.275,1005.08,2.438,0.691,Pipe_1
32.769,0.125,8.225,5.477,102.563,0.156,8.395,3960.866,1235.488,5612.587,2.092,386.476,0.142,0.118,Pipe_2
39.342,0.184,7.093,27.84,3331.114,0.575,4.233,2512.492,1248.754,8657.755,0.851,677.976,0.409,0.248,Pipe_3
25.377,0.091,8.539,9.903,338.772,0.305,3.111,3523.735,289.553,8323.956,2.24,444.634,0.142,0.099,Pipe_2
36.712,0.083,8.436,14.372,862.876,0.102,4.449,4013.555,222.758,7044.476,1.973,313.222,0.13,0.105,Pipe_1
61.611,0.457,6.317,52.136,4851.281,0.751,4.085,796.812,568.352,3753.48,0.617,1170.178,2.451,0.336,Pipe_2
40.683,0.363,7.109,35.191,3046.768,0.417,4.009,2294.05,1552.107,5544.853,1.076,569.669,0.355,0.229,Pipe_2
48.913,0.392,7.701,16.335,3878.197,0.599,8.001,2346.423,1279.87,8908.556,1.481,655.797,0.211,0.148,Pipe_3
23.113,0.02,8.249,13.129,417.397,0.294,11.505,3585.564,1043.732,6156.803,2.553,393.037,0.092,0.067,Pipe_2
44.679,0.171,7.693,25.128,3402.251,0.456,4.84,2814.581,1488.181,4360.562,1.462,601.73,1.046,0.158,Pipe_3
45.2,0.393,7.044,16.56,3267.973,0.58,8.866,2197.965,766.802,6768.603,0.945,564.596,0.598,0.206,Pipe_2
29.79,0.101,8.564,14.335,2798.823,0.274,16.272,3742.133,1152.804,1789.269,2.244,398.829,0.104,0.071,Pipe_2
30.702,0.031,8.114,10.215,2597.963,0.335,2.627,4132.196,329.13,176.084,2.659,109.239,0.073,0.12,Pipe_1
67.538,0.538,6.605,48.94,7440.352,0.862,8.152,902.787,1557.701,1841.764,0.626,1041.429,2.11,0.666,Pipe_3
39.955,0.425,7.961,26.146,3100.282,0.461,17.404,2765.671,838.102,5201.813,1.369,604.425,0.414,0.206,Pipe_3
29.122,0.011,8.408,10.908,2924.272,0.477,14.664,3992.087,1198.44,3526.928,1.925,210.579,0.109,0.116,Pipe_3
65.605,0.541,6.47,47.574,3642.315,0.743,4.944,371.264,602.857,2007.812,0.509,1870.748,2.286,0.797,Pipe_1
45.138,0.286,7.831,28.292,3635.254,0.455,9.845,2856.183,874.636,3989.05,0.877,636.68,0.771,0.21,Pipe_3
47.977,0.283,7.779,35.291,3971.2,0.597,4.404,2185.984,516.446,6650.519,1.04,725.281,0.641,0.219,Pipe_3
72.563,0.462,6.439,47.067,3880.136,0.76,2.305,575.004,636.928,8382.066,0.58,1546.11,2.278,0.555,Pipe_3
49.593,0.268,7.321,32.13,3441.59,0.412,16.933,1834.722,1400.219,5373.654,1.051,734.621,0.765,0.202,Pipe_1
32.35,0.096,8.178,10.681,1196.617,0.18,16.527,3800.468,228.457,7166.528,2.209,247.42,0.059,0.069,Pipe_3
65.801,0.578,6.365,69.889,6008.473,0.846,2.623,1487.027,1397.266,229.785,0.579,1417.15,2.177,0.511,Pipe_2
35.515,0.073,8.505,2.949,2094.088,0.302,10.221,4190.917,1302.213,2253.801,2.771,363.172,0.036,0.114,Pipe_3
61.912,0.45,6.75,50.887,7426.531,0.837,8.928,871.715,1414.975,1627.722,0.215,1930.245,2.068,0.488,Pipe_1
58.816,0.609,6.332,51.141,5647.676,0.896,4.737,1092.636,524.773,3026.899,0.455,1784.317,2.003,0.901,Pipe_1
44.026,0.357,7.035,34.579,3754.229,0.402,1.167,1726.146,1512.418,1334.168,1.463,739.877,0.489,0.137,Pipe_2
44.193,0.375,7.824,16.806,3211.184,0.459,15.709,2765.112,1404.455,1489.382,1.311,737.387,0.92,0.144,Pipe_2
43.324,0.413,7.405,15.271,3707.275,0.59,5.463,2021.931,1560.406,2221.177,1.001,591.725,0.244,0.161,Pipe_1
48.449,0.284,7.05,22.388,3782.567,0.494,15.793,2533.599,955.828,614.779,0.95,608.022,0.701,0.219,Pipe_2
27.605,0.089,8.429,11.459,722.208,0.114,3.114,3799.062,130.255,6421.477,2.016,73.022,0.107,0.099,Pipe_2
63.606,0.471,6.529,45.022,4763.023,0.88,5.339,1698.1,1428.267,4416.977,0.24,1097.445,2.068,0.466,Pipe_2
36.817,0.098,8.16,2.43,2526.418,0.219,14.235,3626.368,1461.775,6160.28,2.573,160.118,0.04,0.076,Pipe_3
39.113,0.365,7.985,33.046,3314.353,0.441,12.811,2696.06,465.459,4030.583,1.289,561.281,0.679,0.235,Pipe_1
44.537,0.398,7.905,31.691,3734.514,0.466,4.47,2574.407,774.346,5646.185,1.469,656.328,0.624,0.131,Pipe_1
21.0,0.105,8.452,9.414,1047.655,0.47,8.29,3991.258,488.639,509.698,2.225,434.844,0.07,0.055,Pipe_3
52.653,0.509,6.286,56.743,3801.682,0.878,15.45,1287.883,762.312,5970.438,0.464,1109.484,2.403,1.255,Pipe_1
56.908,0.59,6.614,57.746,6708.074,0.851,0.43,998.65,757.774,2787.448,0.443,1965.009,2.057,0.796,Pipe_1
24.195,0.057,8.094,14.553,311.707,0.148,16.595,4028.271,288.79,5871.721,1.974,295.863,0.095,0.08,Pipe_3
34.6,0.123,8.179,4.707,2342.121,0.227,7.133,3648.684,653.269,3446.809,2.44,179.744,0.138,0.057,Pipe_2
62.239,0.49,6.265,50.084,5475.646,0.743,13.957,653.841,1024.415,4914.414,0.381,1498.064,2.147,0.924,Pipe_2
26.698,0.024,8.322,9.477,1393.655,0.168,14.151,3541.298,1000.646,5986.785,2.45,258.12,0.119,0.108,Pipe_1
39.784,0.242,7.292,24.135,3528.757,0.558,16.963,2253.749,775.906,4681.26,1.31,655.368,0.812,0.185,Pipe_2
66.971,0.58,6.643,59.842,4617.102,0.813,1.653,1104.188,550.314,8477.772,0.117,1745.805,2.364,0.336,Pipe_1
